,model_type,classifier,parameters,train_time,test_time,accuracy,f1_score,precision,recall,auc,p_at_1,p_at_2,p_at_5,p_at_10,p_at_20,p_at_30,p_at_50,r_at_1,r_at_2,r_at_5,r_at_10,r_at_20,r_at_30,r_at_50
10,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 20, 'n_estimators': 1}",0.4053661823272705,0.14112615585327148,0.833465467296844,0.895818298006276,0.811618582357821,0.9995104751229134,0.7068337261939521,0.9715302491103203,0.8810673443456163,0.9417564545639358,0.9708797072724501,0.985439853636225,0.9131303891175823,0.8880622046043605,0.01355771072627046,0.024596851432747088,0.065731130234901,0.13553453988208836,0.27513426461302704,0.38241825289280823,0.6198661965335963
11,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 20, 'n_estimators': 10}",1.4843285083770752,0.3182864189147949,0.9018498754891497,0.9355375983391244,0.8833644294286723,0.9942604981802445,0.8313742966025288,0.9989832231825114,0.9987293519695044,0.9977637731246188,0.9971032169538039,0.9928596838949026,0.9865663803764124,0.9669665091223255,0.013940817151816562,0.027881634303633124,0.06964023468815847,0.13919533461508446,0.2772058771363504,0.41317318538803716,0.6749412924875667
12,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 1}",0.40032291412353516,0.14212656021118164,0.8825329064389896,0.9160132262635806,0.9388560745435992,0.8942555319858393,0.8735928214419764,1.0,1.0,1.0,1.0,0.9911063678406261,0.9886330910877336,0.974843726177771,0.01395500627868864,0.02791710712081332,0.06979631508375132,0.13959972473093868,0.2767163522592637,0.4140387221272339,0.680439579150497
13,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 10}",1.3001811504364014,0.3232841491699219,0.9244701936270773,0.9495138903043027,0.9109206452664168,0.9915219966939335,0.8733341391463648,1.0,1.0,0.9990851799146168,0.9982212735681252,0.995299080144331,0.9921397231962867,0.9827311073842557,0.01395500627868864,0.02791710712081332,0.06973246401282697,0.13935141501067733,0.27788695522621015,0.41550729675849396,0.6859449603768633
14,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 20, 'n_estimators': 1}",0.29526495933532715,0.13211894035339355,0.8588504345174569,0.9098937178006462,0.8382860183043107,0.9948777251991798,0.7551112563147663,1.0,1.0,1.0,1.0,0.9594704477308533,0.9455540309328997,0.9375209635615185,0.01395500627868864,0.02791710712081332,0.06979631508375132,0.13959972473093868,0.2678836207813952,0.3959972473093868,0.654388342213362
15,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 20, 'n_estimators': 10}",1.3772475719451904,0.33530259132385254,0.9035676170147888,0.9359664427038866,0.8925252291216147,0.9838527736195753,0.8423393434359051,1.0,0.9982210927573062,0.997052246391543,0.9949687452355542,0.9927072216293135,0.9877691382493944,0.973664684657214,0.01395500627868864,0.027867445176761048,0.0695905727441062,0.13889736295077082,0.27716330975573417,0.4136768993919959,0.6796166097919164
16,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'C': 0.01, 'penalty': 'l1'}",2.2980704307556152,0.11209893226623535,0.9130863444630787,0.9387424690703556,0.9479921000658328,0.9296715926585457,0.9004378530503436,0.9984748347737672,0.9989834815756036,0.9992884732669242,0.9982212735681252,0.9944097169283935,0.9901577137436263,0.9760634243024852,0.013933722588380524,0.027888728867069165,0.06974665313969905,0.13935141501067733,0.2776386455059488,0.4146772328364774,0.6812909267628217
17,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'C': 0.01, 'penalty': 'l2'}",8.73689341545105,0.08607673645019531,0.8464857447781674,0.8943497193221762,0.8819828644748279,0.9070683135513257,0.8002833550485904,0.9669547534316217,0.9730622617534943,0.9786541980077251,0.9796716979214312,0.9755806271281191,0.9671867323948434,0.943253544747675,0.013493859655346108,0.027165083396593192,0.06830645676218314,0.1367618993565231,0.2723815739998439,0.4050570048172086,0.6583896759912878
18,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'C': 0.1, 'penalty': 'l1'}",2.608355760574341,0.08207488059997559,0.9120191086039539,0.9378986261075439,0.9485694798174391,0.9274651834299377,0.9002393907188566,0.9994916115912558,0.9997458703939008,0.9997967066476926,0.9994917924480358,0.994587589571581,0.9908183835611797,0.976307363927428,0.013947911715252602,0.02791001255737728,0.06978212595687924,0.1395287790965783,0.27768830745000106,0.41495392081048293,0.6814611962852866
19,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'C': 0.1, 'penalty': 'l2'}",8.778927326202393,0.08007144927978516,0.8464349240229709,0.8943029141292067,0.8820327054440075,0.9069193277191688,0.8003073984207396,0.9669547534316217,0.9730622617534943,0.9786541980077251,0.9797225186766275,0.9755298063729227,0.9671697921431113,0.9432433805966357,0.013493859655346108,0.027165083396593192,0.06830645676218314,0.13676899391995914,0.27236738487297185,0.4050499102537725,0.6583825814278519
20,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'C': 1, 'penalty': 'l1'}",2.3581247329711914,0.08207464218139648,0.9124409208720842,0.9382670044322778,0.9478340186482886,0.9288911906805815,0.8998953687068278,1.0,1.0,1.0,0.9996442547136251,0.9948925141027596,0.9909877860785011,0.9764394978909386,0.01395500627868864,0.02791710712081332,0.06979631508375132,0.13955006278688642,0.2777734422112335,0.4150248664448433,0.6815534256099551
21,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'C': 1, 'penalty': 'l2'}",8.781888484954834,0.08607697486877441,0.8464145957208924,0.8942852245577582,0.8820452663538504,0.9068696657751165,0.8003094409818663,0.9669547534316217,0.9730622617534943,0.9786541980077251,0.9797225186766275,0.9755298063729227,0.9671528518913791,0.9432433805966357,0.013493859655346108,0.027165083396593192,0.06830645676218314,0.13676899391995914,0.27236738487297185,0.4050428156903365,0.6583825814278519
22,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'C': 10, 'penalty': 'l1'}",7.599870681762695,0.19917845726013184,0.9121461604919449,0.9380014273981545,0.9484681888073341,0.9277631550942512,0.9002360931964798,1.0,1.0,1.0,0.9996442547136251,0.9950195659907506,0.9911910690992868,0.9765614677034101,0.01395500627868864,0.02791710712081332,0.06979631508375132,0.13955006278688642,0.2778089150284137,0.4151100012060758,0.6816385603711875
23,LR,"LogisticRegression(C=10, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='ovr', n_jobs=1,
          penalty='l2', random_state=None, solver='liblinear', tol=0.0001,
          verbose=0, warm_start=False)","{'C': 10, 'penalty': 'l2'}",11.306180715560913,0.08307266235351562,0.8943588961731971,0.9284172030124902,0.9020597170733013,0.9563613403049244,0.8470736597434471,0.9933909506863243,0.993138500635324,0.9900386257369383,0.9880571225288408,0.9872948112008945,0.9854144432586268,0.9751384865579102,0.013862776954020134,0.027725553908040268,0.0691010478670195,0.1379325023234695,0.27565216774385787,0.4126907550743865,0.6806453214901421
24,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'min_samples_split': 2}",0.1531374454498291,0.15120649337768555,0.8369619352543579,0.8978178679381703,0.8146480468885472,0.9999006761118955,0.7126991421837224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01395500627868864,0.02791710712081332,0.06979631508375132,0.13959972473093868,0.27919944946187736,0.41879917419281604,0.6979986236546935
25,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 1, 'max_features': 'sqrt', 'min_samples_split': 10}",0.12307000160217285,0.10714387893676758,0.6178939879046602,0.712454919897965,0.7728290991155435,0.6608302058132853,0.5851493236637597,1.0,1.0,1.0,1.0,1.0,1.0,0.9467500127051888,0.01395500627868864,0.02791710712081332,0.06979631508375132,0.13959972473093868,0.27919944946187736,0.41879917419281604,0.6608302058132853
26,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 1, 'max_features': 'log2', 'min_samples_split': 2}",0.1731562614440918,0.1040945053100586,0.8369619352543579,0.8978178679381703,0.8146480468885472,0.9999006761118955,0.7126991421837224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01395500627868864,0.02791710712081332,0.06979631508375132,0.13959972473093868,0.27919944946187736,0.41879917419281604,0.6979986236546935
27,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 1, 'max_features': 'log2', 'min_samples_split': 10}",0.13809990882873535,0.1110999584197998,0.8369619352543579,0.8978178679381703,0.8146480468885472,0.9999006761118955,0.7126991421837224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01395500627868864,0.02791710712081332,0.06979631508375132,0.13959972473093868,0.27919944946187736,0.41879917419281604,0.6979986236546935
28,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2}",0.5805163383483887,0.14011740684509277,0.9207196218935814,0.9457383754904416,0.927700401929809,0.964491710002625,0.8873374937493641,1.0,1.0,1.0,0.9832291507851807,0.9863292168521625,0.9857871287967339,0.9775575545052599,0.01395500627868864,0.02791710712081332,0.06979631508375132,0.13725851879704581,0.2753825743332884,0.41284683546997936,0.6823338275879194
29,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 10}",0.5534579753875732,0.1431260108947754,0.9331656248411851,0.9538948040064649,0.9428773408369489,0.9651727880924847,0.9087558406306163,1.0,1.0,1.0,1.0,0.9932916603140722,0.9928173332655723,0.982202571530213,0.01395500627868864,0.02791710712081332,0.06979631508375132,0.13959972473093868,0.27732648471476307,0.4157910792959355,0.6855760430781892
30,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 2}",0.5895326137542725,0.14513182640075684,0.9109061340651522,0.9401502814790539,0.906089600168461,0.976871723198513,0.8605984643905209,1.0,1.0,1.0,0.9957818773186969,0.9898358489607155,0.9818400501431451,0.9572597448798089,0.01395500627868864,0.02791710712081332,0.06979631508375132,0.13901087596574746,0.2763616240874618,0.4111938021893823,0.6681659844061496
31,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 10}",0.6135580539703369,0.1431257724761963,0.8995324490521929,0.9305783324612754,0.9213219853421781,0.9400225607117266,0.8686532711471995,1.0,1.0,1.0,0.9956294150531076,0.9934441225796615,0.987853839508055,0.9761142450576815,0.01395500627868864,0.02791710712081332,0.06979631508375132,0.13898959227543933,0.2773690520953793,0.4137123722091761,0.6813263995800019
32,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'entropy', 'max_depth': 1, 'max_features': 'sqrt', 'min_samples_split': 2}",0.13312005996704102,0.11310148239135742,0.8369619352543579,0.8978178679381703,0.8146480468885472,0.9999006761118955,0.7126991421837224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01395500627868864,0.02791710712081332,0.06979631508375132,0.13959972473093868,0.27919944946187736,0.41879917419281604,0.6979986236546935
33,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'entropy', 'max_depth': 1, 'max_features': 'sqrt', 'min_samples_split': 10}",0.1600964069366455,0.10309743881225586,0.7163337907201301,0.8347254998919232,0.7163337907201301,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8011214446646677,0.8806728667988006,0.01395500627868864,0.02791710712081332,0.06979631508375132,0.13959972473093868,0.27919944946187736,0.3355089994537186,0.614708448915596
34,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'entropy', 'max_depth': 1, 'max_features': 'log2', 'min_samples_split': 2}",0.18917107582092285,0.10510063171386719,0.7163337907201301,0.8347254998919232,0.7163337907201301,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9605292134641121,0.8942013518320883,0.01395500627868864,0.02791710712081332,0.06979631508375132,0.13959972473093868,0.27919944946187736,0.40226884138684527,0.6241513128489639
35,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'entropy', 'max_depth': 1, 'max_features': 'log2', 'min_samples_split': 10}",0.225205659866333,0.10409283638000488,0.8369619352543579,0.8978178679381703,0.8146480468885472,0.9999006761118955,0.7126991421837224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01395500627868864,0.02791710712081332,0.06979631508375132,0.13959972473093868,0.27919944946187736,0.41879917419281604,0.6979986236546935
36,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2}",0.5935249328613281,0.14713287353515625,0.9211007775575545,0.9448637130427062,0.9459757363712649,0.9437543010790831,0.9038244067518068,1.0,1.0,1.0,1.0,1.0,0.9781470752655385,0.9739187884331961,0.01395500627868864,0.02791710712081332,0.06979631508375132,0.13959972473093868,0.27919944946187736,0.4096471873603258,0.6797939738778175
