,model_type,classifier,parameters,train_time,test_time,accuracy,f1_score,precision,recall,auc,p_at_1,p_at_2,p_at_5,p_at_10,p_at_20,p_at_30,p_at_50,r_at_1,r_at_2,r_at_5,r_at_10,r_at_20,r_at_30,r_at_50
0,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 1, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1}",0.8150010108947754,0.2656369209289551,0.8397089346913164,0.8986574638044206,0.81604459860791,0.9998811558443028,0.7229802708375084,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.014068884336340279,0.028137768672680558,0.0703444216817014,0.1406888433634028,0.2813776867268056,0.4220721893357178,0.7034555353080327
1,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 1, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 10}",0.3593873977661133,0.45321059226989746,0.8397089346913164,0.8986574638044206,0.81604459860791,0.9998811558443028,0.7229802708375084,1.0,1.0,1.0,0.9833467417538214,0.9663716814159292,0.9574690604845738,0.8797847178645557,0.014068884336340279,0.028137768672680558,0.0703444216817014,0.13834591572251587,0.27191542823510767,0.40412106257993685,0.6188894296612376
2,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 1, 'max_features': 'sqrt', 'min_samples_split': 20, 'n_estimators': 1}",0.1718921661376953,0.17182636260986328,0.8397089346913164,0.8986574638044206,0.81604459860791,0.9998811558443028,0.7229802708375084,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.014068884336340279,0.028137768672680558,0.0703444216817014,0.1406888433634028,0.2813776867268056,0.4220721893357178,0.7034555353080327
3,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 1, 'max_features': 'sqrt', 'min_samples_split': 20, 'n_estimators': 10}",0.3920578956604004,0.3833465576171875,0.8397089346913164,0.8986574638044206,0.81604459860791,0.9998811558443028,0.7229802708375084,1.0,1.0,0.9704746580852776,0.9547868061142397,0.9205349959774739,0.9013689813759537,0.862850155267011,0.014068884336340279,0.028137768672680558,0.06826747857975575,0.1343278514108499,0.25901800771921085,0.38044277936865456,0.6069767178639743
4,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 1, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 1}",0.1614682674407959,0.17183279991149902,0.8397089346913164,0.8986574638044206,0.81604459860791,0.9998811558443028,0.7229802708375084,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.014068884336340279,0.028137768672680558,0.0703444216817014,0.1406888433634028,0.2813776867268056,0.4220721893357178,0.7034555353080327
5,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 1, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 10}",0.4062964916229248,0.35938191413879395,0.8397089346913164,0.8986574638044206,0.81604459860791,0.9998811558443028,0.7229802708375084,1.0,1.0,0.9930008045052293,0.9898632341110217,0.9949316170555108,0.9064641128437537,0.9174993161815578,0.014068884336340279,0.028137768672680558,0.06985206732238458,0.13926271349503686,0.27995155685843964,0.38259329266222225,0.6454199726092518
6,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 1, 'max_features': 'log2', 'min_samples_split': 20, 'n_estimators': 1}",0.17194032669067383,0.1874525547027588,0.8397089346913164,0.8986574638044206,0.81604459860791,0.9998811558443028,0.7229802708375084,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.014068884336340279,0.028137768672680558,0.0703444216817014,0.1406888433634028,0.2813776867268056,0.4220721893357178,0.7034555353080327
7,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 1, 'max_features': 'log2', 'min_samples_split': 20, 'n_estimators': 10}",0.2968885898590088,0.37668561935424805,0.8397089346913164,0.8986574638044206,0.81604459860791,0.9998811558443028,0.7229802708375084,1.0,1.0,1.0,0.9454947707160096,0.9457964601769911,0.9638647913007334,0.8285707390066129,0.014068884336340279,0.028137768672680558,0.0703444216817014,0.13302056569818113,0.26612602007900305,0.40682052268791524,0.5828626727484691
8,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1}",0.2812163829803467,0.18755340576171875,0.8431762964393171,0.89730074310566,0.8393315625292601,0.9638713766680627,0.7552173772995677,1.0,1.0,0.9994368463395013,0.9997184231697506,0.9808527755430411,0.9689733310092383,0.9813840485269746,0.014068884336340279,0.028137768672680558,0.07030480696313568,0.14064922864483706,0.27599008500186756,0.4089766952269923,0.6903600411993073
9,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=5, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=20,
            min_weight_fraction_leaf=0.0, n_estimators=10, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 10}",0.7657222747802734,0.35932350158691406,0.8873107431899728,0.9262062116905797,0.866337828981408,0.9949632714966441,0.808856840888652,1.0,0.9997988736926791,0.9980691874497184,0.9979485116653258,0.9955349959774739,0.9917539319665867,0.9761548486750012,0.014068884336340279,0.02813210942717117,0.07020859978947606,0.14040022184242396,0.2801213342237213,0.4185917533474437,0.6866815316182047
